,param,initial_risk,intervention,cumlative_risk,travel_time,request_time
291,param_3_high_perf,"[0.5, 0.5]","[0, 0]",0,-2,-8
292,param_3_high_perf,"[0.5, 0.75]","[0, 0]",0,-2,-8
293,param_3_high_perf,"[0.5, 1.0]","[0, 0]",0,-2,-8
294,param_3_high_perf,"[0.75, 0.5]","[0, 0]",0,-2,-8
295,param_3_high_perf,"[0.75, 0.75]","[0, 0]",0,-2,-8
296,param_3_high_perf,"[0.75, 1.0]","[0, 0]",0,-2,-8
297,param_3_high_perf,"[1.0, 0.5]","[0, 0]",0,-2,-8
298,param_3_high_perf,"[1.0, 0.75]","[0, 0]",0,-2,-8
299,param_3_high_perf,"[1.0, 1.0]","[0, 0]",0,-2,-8
300,param_4_high_perf,"[0.0, 0.0]","[-1, -1]",0,-17,-12
301,param_4_high_perf,"[0.25, 0.0]","[-1, -1]",0,-9,-8
302,param_4_high_perf,"[0.0, 0.25]","[-1, -1]",0,-6,-4
303,param_4_high_perf,"[0.25, 0.25]","[-1, -1]",0,0,4
304,param_4_high_perf,"[0.5, 0.0]","[-1, -1]",0,-9,-12
305,param_4_high_perf,"[0.5, 0.25]","[-1, -1]",0,0,0
306,param_4_high_perf,"[0.75, 0.0]","[-1, -1]",0,-9,-12
307,param_4_high_perf,"[0.75, 0.25]","[-1, -1]",0,0,0
308,param_4_high_perf,"[1.0, 0.0]","[-1, -1]",0,-9,-12
309,param_4_high_perf,"[1.0, 0.25]","[-1, -1]",0,0,0
310,param_4_high_perf,"[0.0, 0.5]","[-1, -1]",0,-6,-4
311,param_4_high_perf,"[0.0, 0.75]","[-1, -1]",0,-6,-4
312,param_4_high_perf,"[0.0, 1.0]","[-1, -1]",0,-6,-4
313,param_4_high_perf,"[0.25, 0.5]","[-1, -1]",0,0,4
314,param_4_high_perf,"[0.25, 0.75]","[-1, -1]",0,0,4
315,param_4_high_perf,"[0.25, 1.0]","[-1, -1]",0,0,4
316,param_4_high_perf,"[0.5, 0.5]","[-1, -1]",0,0,0
317,param_4_high_perf,"[0.5, 0.75]","[-1, -1]",0,0,0
318,param_4_high_perf,"[0.5, 1.0]","[-1, -1]",0,0,0
319,param_4_high_perf,"[0.75, 0.5]","[-1, -1]",0,0,0
320,param_4_high_perf,"[0.75, 0.75]","[-1, -1]",0,0,0
321,param_4_high_perf,"[0.75, 1.0]","[-1, -1]",0,0,0
322,param_4_high_perf,"[1.0, 0.5]","[-1, -1]",0,0,0
323,param_4_high_perf,"[1.0, 0.75]","[-1, -1]",0,0,0
324,param_4_high_perf,"[1.0, 1.0]","[-1, -1]",0,0,0
325,param_4_high_perf,"[0.0, 0.0]","[-1, 0]",0,-10,-12
326,param_4_high_perf,"[0.25, 0.0]","[-1, 0]",0,-2,-8
327,param_4_high_perf,"[0.0, 0.25]","[-1, 0]",0,-9,-8
328,param_4_high_perf,"[0.25, 0.25]","[-1, 0]",0,-2,-4
329,param_4_high_perf,"[0.5, 0.0]","[-1, 0]",0,-2,-12
330,param_4_high_perf,"[0.5, 0.25]","[-1, 0]",0,-2,-8
331,param_4_high_perf,"[0.75, 0.0]","[-1, 0]",0,-2,-12
332,param_4_high_perf,"[0.75, 0.25]","[-1, 0]",0,-2,-8
333,param_4_high_perf,"[1.0, 0.0]","[-1, 0]",0,-2,-12
334,param_4_high_perf,"[1.0, 0.25]","[-1, 0]",0,-2,-8
335,param_4_high_perf,"[0.0, 0.5]","[-1, 0]",0,-9,-8
336,param_4_high_perf,"[0.0, 0.75]","[-1, 0]",0,-9,-8
337,param_4_high_perf,"[0.0, 1.0]","[-1, 0]",0,-9,-8
338,param_4_high_perf,"[0.25, 0.5]","[-1, 0]",0,-2,-4
339,param_4_high_perf,"[0.25, 0.75]","[-1, 0]",0,-2,-4
340,param_4_high_perf,"[0.25, 1.0]","[-1, 0]",0,-2,-4
341,param_4_high_perf,"[0.5, 0.5]","[-1, 0]",0,-2,-8
342,param_4_high_perf,"[0.5, 0.75]","[-1, 0]",0,-2,-8
343,param_4_high_perf,"[0.5, 1.0]","[-1, 0]",0,-2,-8
344,param_4_high_perf,"[0.75, 0.5]","[-1, 0]",0,-2,-8
345,param_4_high_perf,"[0.75, 0.75]","[-1, 0]",0,-2,-8
346,param_4_high_perf,"[0.75, 1.0]","[-1, 0]",0,-2,-8
347,param_4_high_perf,"[1.0, 0.5]","[-1, 0]",0,-2,-8
348,param_4_high_perf,"[1.0, 0.75]","[-1, 0]",0,-2,-8
349,param_4_high_perf,"[1.0, 1.0]","[-1, 0]",0,-2,-8
350,param_4_high_perf,"[0.0, 0.0]","[0, -1]",0,-18,-12
351,param_4_high_perf,"[0.25, 0.0]","[0, -1]",0,-13,-8
352,param_4_high_perf,"[0.0, 0.25]","[0, -1]",0,-7,-4
353,param_4_high_perf,"[0.25, 0.25]","[0, -1]",0,-2,4
354,param_4_high_perf,"[0.5, 0.0]","[0, -1]",0,-10,-12
355,param_4_high_perf,"[0.5, 0.25]","[0, -1]",0,-1,0
356,param_4_high_perf,"[0.75, 0.0]","[0, -1]",0,-10,-12
357,param_4_high_perf,"[0.75, 0.25]","[0, -1]",0,-1,0
358,param_4_high_perf,"[1.0, 0.0]","[0, -1]",0,-10,-12
359,param_4_high_perf,"[1.0, 0.25]","[0, -1]",0,-1,0
360,param_4_high_perf,"[0.0, 0.5]","[0, -1]",0,-7,-4
361,param_4_high_perf,"[0.0, 0.75]","[0, -1]",0,-7,-4
