,param,initial_risk,intervention,cumlative_risk,travel_time,request_time
336,param_4_low_perf,"[0.0, 0.75]","[-1, 0]",-1,-4,-5
337,param_4_low_perf,"[0.0, 1.0]","[-1, 0]",-1,1,-12
338,param_4_low_perf,"[0.25, 0.5]","[-1, 0]",-1,-2,1
339,param_4_low_perf,"[0.25, 0.75]","[-1, 0]",-1,-2,1
340,param_4_low_perf,"[0.25, 1.0]","[-1, 0]",-1,7,-6
341,param_4_low_perf,"[0.5, 0.5]","[-1, 0]",-1,-2,-5
342,param_4_low_perf,"[0.5, 0.75]","[-1, 0]",-1,-2,-5
343,param_4_low_perf,"[0.5, 1.0]","[-1, 0]",-1,7,-12
344,param_4_low_perf,"[0.75, 0.5]","[-1, 0]",-1,-2,-5
345,param_4_low_perf,"[0.75, 0.75]","[-1, 0]",-1,-2,-5
346,param_4_low_perf,"[0.75, 1.0]","[-1, 0]",-1,7,-12
347,param_4_low_perf,"[1.0, 0.5]","[-1, 0]",-1,-2,-5
348,param_4_low_perf,"[1.0, 0.75]","[-1, 0]",-1,-2,-5
349,param_4_low_perf,"[1.0, 1.0]","[-1, 0]",-1,7,-12
350,param_4_low_perf,"[0.0, 0.0]","[0, -1]",-1,-18,-12
351,param_4_low_perf,"[0.25, 0.0]","[0, -1]",0,-11,-6
352,param_4_low_perf,"[0.0, 0.25]","[0, -1]",0,-17,-11
353,param_4_low_perf,"[0.25, 0.25]","[0, -1]",1,-6,-2
354,param_4_low_perf,"[0.5, 0.0]","[0, -1]",-1,-10,-12
355,param_4_low_perf,"[0.5, 0.25]","[0, -1]",-1,-1,-5
